numenq,sch_lev,farm_f,trad_f,exec_f,tech_f,whc_f,blc_f,noocc_f,farm_m,trad_m,exec_m,tech_m,whc_m,blc_m,noocc_m,orfr,oroecd,orother,foreign,late6,urban,male,age98,date_first,full_first,wage_first,employed_36,full_36,wage_36,experience_36,employed_60,full_60,wage_60,experience_60
510799,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,6,,1143,1,1,1143,30,1,1,1143,54
503464,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,23,12,1,1372,1,1,1679,24,1,1,1679,48
e04329,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,22,23,1,1037,1,1,1525,13,1,1,1525,37
508149,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,26,13,1,1404,1,1,1667,23,1,1,1667,47
507553,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,25,12,1,1575,1,1,2300,24,1,1,2300,48
410667,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,12,1,976,1,1,1605,21,1,1,1605,45
305243,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23,34,1,1855,1,1,2017,2,1,1,2017,26
519365,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,29,13,1,1601,1,1,1677,23,1,1,1677,47
305115,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,23,13,1,1387,1,1,1772,23,1,1,1772,47
503048,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,23,13,1,1128,1,1,1680,23,1,1,1680,47
a03161,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,13,1,1261,1,1,1601,23,1,1,1601,47
404007,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21,8,1,945,1,1,1143,25,1,1,1307,49
408153,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,7,1,886,1,1,1625,29,1,1,1625,53
505829,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,15,1,884,1,1,900,21,1,1,900,45
401675,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,0,21,10,1,945,1,1,1524,25,1,1,1524,49
b16821,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,20,10,1,908,1,1,1454,26,1,1,1454,50
a01702,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,0,1296,1,1,1296,23,1,1,1296,47
302139,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,23,12,1,1128,1,1,1372,24,1,1,1372,48
405904,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,22,9,1,871,1,1,855,27,1,1,855,51
b17687,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,12,1,810,1,1,1137,14,1,1,1137,38
400610,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,25,7,1,1157,1,1,1021,26,1,1,1189,47
500716,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,26,13,1,1510,1,1,2449,23,1,1,2449,47
410012,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,9,1,880,1,1,965,27,1,1,965,51
511812,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,13,1,1524,1,1,1210,23,1,1,1210,47
516571,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,1143,1,1,1500,23,1,1,1500,47
510556,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,23,13,0,1601,1,1,1601,23,1,1,1551,47
505195,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,28,7,1,1524,1,1,1618,28,1,1,1618,52
304001,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,11,1,1524,1,1,2134,25,1,1,2134,49
507405,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,12,1,1220,1,1,1569,24,1,1,1635,48
505596,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24,16,1,1296,1,1,1265,16,1,1,1300,40
518385,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,12,1,1246,1,1,1569,20,1,1,1569,44
405346,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,23,7,1,1524,1,1,1372,28,1,1,1733,52
410591,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,7,1,1220,1,1,1601,26,1,1,1601,50
402558,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,21,7,1,1220,1,1,1524,29,1,1,1651,53
402800,5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,20,7,1,877,1,1,1225,29,1,1,1225,53
516658,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,23,13,1,1261,1,1,1577,14,1,1,1577,38
407097,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,23,12,1,1189,1,1,1000,24,1,1,1000,48
502548,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,33,1,1071,1,1,1100,3,1,1,1358,26
401127,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,20,7,1,1110,1,1,1110,29,1,1,1576,53
519510,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,24,13,1,963,1,1,1520,23,1,1,1520,47
308362,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,13,1,1261,1,1,1469,23,1,1,1469,47
318525,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,22,7,1,1067,1,1,1150,20,1,1,1150,44
510428,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,963,1,0,1268,19,1,0,1268,43
400977,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,8,1,1067,1,1,1702,18,1,1,2800,42
c00131,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,21,8,1,838,1,1,1322,19,1,1,1322,43
d07323,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1265,1,1,1850,23,1,1,1850,47
517718,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1479,1,1,1677,23,1,1,1677,47
c04655,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,21,8,1,1189,1,1,1189,28,1,1,1478,52
501127,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,13,1,1146,1,1,1448,23,1,1,1448,47
c04713,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,21,7,,1000,1,1,1000,29,1,1,1000,53
d05218,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,28,7,1,838,1,1,1719,20,1,1,1719,44
303300,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,21,6,1,1074,1,1,1550,27,1,1,1550,51
411556,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21,13,1,671,1,1,1190,17,1,1,1190,41
519742,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,24,12,1,1250,1,1,1855,24,1,1,1855,48
c00325,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,21,7,1,1067,1,1,1486,29,1,1,1842,53
510544,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,15,1,1261,1,1,1570,21,1,1,1570,45
508079,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,23,21,0,1400,1,1,1400,15,1,1,1400,39
316426,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,12,1,1298,1,1,1400,24,1,1,1400,48
a03463,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,21,9,1,915,1,1,1074,15,1,1,1192,39
511684,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,15,1,1143,1,1,1500,21,1,1,1500,45
d05007,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,14,1,799,1,1,610,11,1,1,915,29
515843,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,8,1,1261,1,1,1700,28,1,1,1700,52
c02064,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,7,1,810,1,1,1143,25,1,1,1322,49
519698,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,22,13,1,1296,1,1,1700,23,1,1,1700,47
b15534,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,20,14,1,991,1,1,787,19,1,1,787,43
406666,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,6,1,854,1,1,1527,30,1,1,1527,54
411459,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,21,17,1,810,1,1,991,16,1,1,991,40
411862,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,20,7,1,2249,1,1,1370,29,1,1,1370,53
a03267,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1448,1,0,1448,23,1,0,1448,47
519405,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,22,12,1,1308,1,1,1625,14,1,1,1625,38
406397,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,8,1,1067,1,1,787,28,1,1,787,52
518266,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21,13,1,1189,1,1,1625,23,1,1,1600,47
505321,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,25,31,0,1300,1,1,1300,5,1,1,1300,29
d05849,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,29,5,1,915,1,1,810,20,1,1,1235,39
608005,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,27,9,1,1087,1,1,1128,27,1,1,1128,51
d04858,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,9,1,1204,1,1,1515,27,1,1,1515,51
503928,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,11,0,3049,1,1,3049,25,1,1,3049,49
d03481,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,26,7,1,1188,1,1,1817,29,1,1,1817,53
a00466,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,7,0,1080,1,1,1080,29,1,1,1080,53
a02316,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,9,1,915,1,1,945,27,1,1,945,51
d05130,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,25,13,1,1329,1,1,354,23,1,1,354,47
a01243,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,28,22,1,1702,1,1,1867,14,1,1,1867,38
a04441,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,10,1,884,1,1,915,14,1,1,1500,38
d01276,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,24,11,1,991,1,1,1067,24,1,1,1067,48
d08424,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,33,1,1159,1,1,1411,3,1,1,1677,27
515224,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,28,9,1,871,1,1,1067,26,1,1,1067,50
607256,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,26,11,1,1204,1,0,1204,25,1,0,1204,49
d06772,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,28,23,1,933,1,1,945,13,1,1,945,37
a01725,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,7,1,1074,1,1,1192,29,1,1,1192,53
d07061,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,26,3,1,1112,1,1,1510,33,1,1,1510,57
517812,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,28,9,1,884,1,1,1494,26,1,0,1783,44
516648,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,10,1,1156,1,1,1167,26,1,1,1167,50
602753,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,26,7,1,960,1,1,1067,29,1,1,1067,53
512405,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,7,1,1270,1,1,1430,25,1,1,1430,49
600731,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,24,9,1,810,1,1,1403,25,1,1,1500,49
a02117,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,10,1,810,1,1,991,14,1,1,991,38
514789,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,26,9,1,1085,1,1,1451,27,1,1,1800,51
d03902,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,24,20,1,1174,1,1,2043,16,1,1,2043,40
d09240,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,32,7,1,1067,1,1,1326,29,1,1,2000,53
d08456,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,27,32,1,1469,1,1,1433,4,1,1,1560,28
d07247,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,25,6,1,915,1,1,915,30,1,1,1411,54
d03699,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,31,1,1084,1,1,1275,3,1,1,1275,27
d03376,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,3,1,946,1,1,1583,33,1,1,1583,57
d01888,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,8,,2000,1,1,2000,28,1,1,2000,52
a02953,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,28,7,1,1063,1,1,1500,29,1,1,1500,53
a02688,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,8,1,939,1,1,1181,28,1,1,1601,52
508423,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,7,1,937,1,1,1380,29,1,1,1380,53
a05200,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,13,1,854,1,1,1309,23,1,1,1309,47
506661,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,27,7,1,976,1,1,1250,29,1,0,1220,53
613637,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,7,1,1599,1,1,816,29,1,1,816,53
507478,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,29,7,0,1333,1,1,1333,29,1,1,1333,53
612489,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24,21,1,1220,1,1,1448,13,1,1,1524,37
a03987,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,2,1,869,1,1,1300,13,1,1,1300,37
d04628,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,5,1,1143,1,1,2288,31,1,1,2288,55
515802,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,23,17,1,1407,1,1,2147,19,1,1,2147,43
a00759,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,26,3,1,810,1,1,1500,7,1,1,1500,31
d03178,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,9,1,1113,1,1,1524,16,1,1,1244,40
509331,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,23,6,1,810,1,1,881,30,1,1,1192,54
a00636,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,26,5,1,930,1,1,945,31,1,1,1501,55
a03561,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,28,9,1,1982,1,1,2800,27,1,1,2800,51
516299,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,32,0,1143,1,1,1143,4,1,1,1143,28
a02817,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,9,1,810,1,1,1000,27,1,1,1000,51
500588,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,24,8,0,2388,1,1,2388,28,1,1,2388,52
d02334,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,24,14,1,1599,1,1,1682,22,1,1,1500,46
613445,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,21,1,1111,1,1,1400,15,1,1,1400,39
501179,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,25,7,1,1153,1,1,950,29,1,1,950,53
d07609,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,28,7,1,1372,1,1,1703,29,1,1,1703,53
a04714,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,27,9,1,1067,1,1,1654,27,1,1,1654,51
d02372,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,24,13,1,871,1,1,1240,23,1,1,1240,47
510988,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,24,8,1,1207,1,1,1599,28,1,1,1829,52
d03326,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,28,11,1,1437,1,1,1651,25,1,1,1651,49
d00900,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,26,31,1,1278,1,1,1475,5,1,1,1600,29
d05821,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,23,20,1,915,1,1,1486,16,1,1,1486,40
508480,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,21,7,1,945,1,1,1245,29,1,1,1245,53
d04748,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,24,17,1,1204,1,1,1400,19,1,1,1400,43
d04960,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,10,1,1235,1,1,1569,26,1,1,1569,50
512850,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,25,2,1,884,1,1,787,34,1,1,787,58
a05229,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,25,22,,1143,1,1,1143,14,1,1,1143,38
406735,7,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,21,13,1,762,1,1,762,23,1,1,980,39
506652,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,25,12,1,1380,1,1,1625,24,1,1,1625,48
a02351,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,25,9,1,1189,1,1,1357,23,1,1,1865,47
c00146,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,24,8,1,1220,1,1,1925,28,1,1,1925,52
a06003,7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,24,9,1,1448,1,1,1700,13,1,1,1700,37
504009,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,25,7,1,915,1,1,1500,29,1,1,1500,53
517960,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,21,0,915,1,1,915,15,1,1,915,39
507806,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,10,1,1448,1,1,1570,26,1,1,1925,50
512032,7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,23,19,1,1239,1,1,1524,13,1,1,1524,37
b03311,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,23,22,1,2086,1,1,3253,14,1,1,3253,38
708319,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,34,1,1181,1,1,1651,2,1,1,1981,26
612183,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,25,9,1,1189,1,1,1856,25,1,1,1856,49
500460,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,10,1,1601,1,1,2642,26,1,1,2642,50
700496,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,32,5,1,1768,1,1,2427,31,1,1,2427,55
d06647,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,33,33,1,1524,1,1,1601,3,1,1,1601,27
d04939,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,7,1,915,1,1,1500,29,1,1,1500,53
517887,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,25,18,1,854,1,1,1175,18,1,1,1753,42
704064,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,23,3,1,1372,1,1,2109,33,1,1,2109,57
e00058,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,22,10,1,1372,1,1,1597,26,1,1,1597,50
701913,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,12,1,1602,1,1,2312,24,1,1,2312,48
a04782,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,26,21,1,860,1,1,1106,15,1,1,1157,35
519753,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,23,28,1,1334,1,1,1524,8,1,1,1524,32
504566,7,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,18,1,640,1,1,905,13,1,1,905,37
511685,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,22,7,1,810,1,1,1464,26,1,1,1464,50
a02661,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,22,17,1,901,1,1,1143,19,1,1,1753,41
a03894,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,21,7,1,1143,1,1,1403,29,1,1,1448,53
901336,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,24,7,1,1524,1,1,2592,29,1,1,2287,53
507594,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,28,25,,3000,1,1,3000,11,1,1,3000,35
519540,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,24,12,1,1407,1,1,1006,17,1,1,1161,35
520012,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,24,7,1,991,1,1,1677,25,1,1,1677,49
e01330,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,23,10,1,1899,1,1,1879,26,1,1,1879,50
a02527,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,24,9,1,1375,1,1,1372,27,1,1,1372,51
612602,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,16,1,827,1,1,1345,7,1,1,1345,31
c02723,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,25,17,1,1372,1,1,1715,18,1,0,1667,42
900610,7,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,7,1,1718,1,1,1829,28,1,1,2500,41
d08309,7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,23,7,1,1404,1,1,1448,29,1,1,1448,53
511025,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,31,11,1,1503,1,1,1733,25,1,1,1733,49
a03380,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,22,15,1,1536,1,1,2263,21,1,1,2263,45
611091,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,26,9,1,1189,1,1,2000,27,1,1,2000,51
a04188,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,23,19,1,1143,1,1,2287,17,1,1,2267,41
b16871,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,22,17,1,1486,1,1,1982,19,1,1,2630,43
b06457,7,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,22,11,1,810,1,1,981,25,1,1,1345,49
a03415,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,22,6,1,1296,1,1,1400,30,1,1,1400,54
e03120,7,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,24,26,1,1067,1,1,2050,10,1,1,2050,34
604310,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,24,9,1,1472,1,1,1800,17,1,1,1800,41
501221,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,24,27,1,671,1,1,949,9,1,1,949,33
901279,7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,24,24,1,1448,1,1,2299,12,1,1,2299,36
d04401,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,25,7,1,1128,1,1,1524,29,1,1,1524,53
c05057,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,24,18,1,1407,1,1,1677,17,1,1,1839,39
